id,name,isFork,commits,branches,releases,forks,mainLanguage,defaultBranch,license,homepage,watchers,stargazers,contributors,size,createdAt,pushedAt,updatedAt,totalIssues,openIssues,totalPullRequests,openPullRequests,blankLines,codeLines,commentLines,metrics,lastCommit,lastCommitSHA,hasWiki,isArchived,isDisabled,isLocked,languages,labels,topics
3264025,anggrayudi/android-hidden-api,FALSE,92,1,2,643,Java,master,Apache License 2.0,,132,3463,3,334972,2015-09-16T11:58:33,2025-01-17T11:02:07,2025-01-17T07:09:44,89,40,4,0,295,1511,522,"[{""codeLines"":441,""commentLines"":349,""language"":""Java"",""blankLines"":121},{""codeLines"":47,""commentLines"":4,""language"":""YAML"",""blankLines"":10},{""codeLines"":154,""commentLines"":10,""language"":""Gradle"",""blankLines"":27},{""codeLines"":89,""commentLines"":0,""language"":""Markdown"",""blankLines"":32},{""codeLines"":356,""commentLines"":2,""language"":""XML"",""blankLines"":16},{""codeLines"":149,""commentLines"":37,""language"":""Bourne Shell"",""blankLines"":26},{""codeLines"":74,""commentLines"":2,""language"":""DOS Batch"",""blankLines"":24},{""codeLines"":0,""commentLines"":18,""language"":""ProGuard"",""blankLines"":3},{""codeLines"":173,""commentLines"":81,""language"":""Kotlin"",""blankLines"":36},{""codeLines"":28,""commentLines"":19,""language"":""Properties"",""blankLines"":0}]",2025-01-17T11:02:03,773d56dc82a162d342a9efd43c4d64fb23d515c8,TRUE,FALSE,FALSE,FALSE,"{""Java"":33563,""Kotlin"":362}",bug;duplicate;enhancement;help wanted;ide error;invalid;question;wontfix,android;android-framework;api;internal-resources;java
3265347,vinhkhuc/jfasttext,FALSE,57,3,4,99,Java,master,Other,,21,215,1,59,2017-02-05T11:33:29,2023-05-29T10:07:01,2023-05-27T01:02:33,53,41,13,5,222,1279,84,"[{""codeLines"":153,""commentLines"":0,""language"":""Markdown"",""blankLines"":40},{""codeLines"":73,""commentLines"":11,""language"":""C/C++ Header"",""blankLines"":10},{""codeLines"":10,""commentLines"":2,""language"":""YAML"",""blankLines"":0},{""codeLines"":60,""commentLines"":9,""language"":""Bourne Shell"",""blankLines"":21},{""codeLines"":164,""commentLines"":9,""language"":""C++"",""blankLines"":35},{""codeLines"":246,""commentLines"":1,""language"":""Maven"",""blankLines"":12},{""codeLines"":573,""commentLines"":52,""language"":""Java"",""blankLines"":104}]",2023-05-29T10:05:44,130e5e0243e8946124ba8bfa7ab81175bb1995b7,TRUE,FALSE,FALSE,FALSE,"{""Java"":26924,""C++"":9074}",bug;dependencies;duplicate;enhancement;help wanted;invalid;question;wontfix,java;jni;machine-learning;model-compression;nlp;text-classification;word-embeddings
3265562,imgly/pesdk-android-demo,FALSE,329,52,155,204,Java,master,Other,https://www.photoeditorsdk.com/,51,629,9,26893,2016-01-27T08:25:44,2025-02-05T09:56:43,2025-02-05T05:09:20,0,0,58,4,7092,42946,21952,"[{""codeLines"":249,""commentLines"":1,""language"":""Java"",""blankLines"":55},{""codeLines"":93,""commentLines"":9,""language"":""Gradle"",""blankLines"":20},{""codeLines"":49,""commentLines"":0,""language"":""YAML"",""blankLines"":11},{""codeLines"":40357,""commentLines"":21870,""language"":""XML"",""blankLines"":6290},{""codeLines"":1883,""commentLines"":6,""language"":""Markdown"",""blankLines"":646},{""codeLines"":129,""commentLines"":22,""language"":""Bourne Shell"",""blankLines"":21},{""codeLines"":59,""commentLines"":2,""language"":""DOS Batch"",""blankLines"":23},{""codeLines"":0,""commentLines"":18,""language"":""ProGuard"",""blankLines"":3},{""codeLines"":120,""commentLines"":11,""language"":""Kotlin"",""blankLines"":23},{""codeLines"":7,""commentLines"":13,""language"":""Properties"",""blankLines"":0}]",2025-02-05T09:56:19,d73682ec7c60ba22446c8570e94e80dd99d1f0ce,FALSE,FALSE,FALSE,FALSE,"{""Java"":13803,""Kotlin"":5780}",bug;duplicate;enhancement;help wanted;invalid;question;wontfix,android;brush;crop;demo-app;filter;frames;framework;image-editor;image-manipulation;image-processing;java;opengl;overlay;photo-editor;renderscript;sdk;text
3269833,devgianlu/aria2android,FALSE,438,2,44,37,Java,master,GNU General Public License v3.0,,15,398,7,22580,2018-09-08T01:14:40,2024-02-09T08:17:24,2024-02-07T12:11:49,28,0,120,1,287,1468,35,"[{""codeLines"":64,""commentLines"":2,""language"":""DOS Batch"",""blankLines"":24},{""codeLines"":12,""commentLines"":0,""language"":""ProGuard"",""blankLines"":3},{""codeLines"":520,""commentLines"":0,""language"":""Java"",""blankLines"":114},{""codeLines"":329,""commentLines"":12,""language"":""XML"",""blankLines"":34},{""codeLines"":85,""commentLines"":0,""language"":""JSON"",""blankLines"":0},{""codeLines"":3,""commentLines"":0,""language"":""Bourne Shell"",""blankLines"":1},{""codeLines"":101,""commentLines"":0,""language"":""Markdown"",""blankLines"":54},{""codeLines"":11,""commentLines"":1,""language"":""Properties"",""blankLines"":0},{""codeLines"":74,""commentLines"":0,""language"":""YAML"",""blankLines"":2},{""codeLines"":121,""commentLines"":20,""language"":""Bourne Again Shell"",""blankLines"":19},{""codeLines"":115,""commentLines"":0,""language"":""Gradle"",""blankLines"":23},{""codeLines"":33,""commentLines"":0,""language"":""Text"",""blankLines"":13}]",2024-02-09T08:17:18,21f5a8beec64b22d23ce05e2c23e6737e9b44204,TRUE,FALSE,FALSE,FALSE,"{""Java"":21148,""Shell"":171}",bug;dependencies;duplicate;enhancement;good first issue;help wanted;invalid;question;translation;wontfix,android;android-service;aria2;aria2-gui;java
3271976,tianlian0/duplicate-check-sample,FALSE,80,1,3,19,Java,master,BSD 3-Clause New or Revised License,https://xincheck.com/?id=16,4,116,2,246,2020-03-01T02:05:04,2024-06-02T01:44:40,2024-06-02T01:44:43,4,0,2,0,128,472,268,"[{""codeLines"":50,""commentLines"":0,""language"":""Maven"",""blankLines"":6},{""codeLines"":381,""commentLines"":268,""language"":""Java"",""blankLines"":112},{""codeLines"":41,""commentLines"":0,""language"":""Markdown"",""blankLines"":10}]",2024-06-02T01:44:35,3c3d469291bbf34ee28c712040e660fea63f7f4c,TRUE,FALSE,FALSE,FALSE,"{""Java"":34553}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,document-duplicate-checking;duplicate-checker;java;paper-checking;sdk
3373112,virtualvivek/blurshadowimageview,FALSE,141,2,6,17,Java,master,MIT License,,3,171,2,39332,2020-01-01T04:54:01,2024-01-10T05:56:09,2023-09-08T06:01:50,3,0,0,0,229,2698,146,"[{""codeLines"":64,""commentLines"":2,""language"":""DOS Batch"",""blankLines"":24},{""codeLines"":0,""commentLines"":42,""language"":""ProGuard"",""blankLines"":8},{""codeLines"":420,""commentLines"":54,""language"":""Java"",""blankLines"":79},{""codeLines"":123,""commentLines"":0,""language"":""Markdown"",""blankLines"":44},{""codeLines"":87,""commentLines"":3,""language"":""Gradle"",""blankLines"":21},{""codeLines"":121,""commentLines"":20,""language"":""Bourne Again Shell"",""blankLines"":19},{""codeLines"":10,""commentLines"":23,""language"":""Properties"",""blankLines"":4},{""codeLines"":1873,""commentLines"":2,""language"":""XML"",""blankLines"":30}]",2024-01-10T05:56:09,1883d2f62187f9c6c7eb2e71b65e811a25d3e0e9,FALSE,FALSE,FALSE,FALSE,"{""Java"":18674}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,android;android-library;android-ui;backdrop-shadows;blur;blur-imageview;blurimageview;blurred-background;blurred-drop-shadows;blurview;image;imageview;ios-music;java;library;shadow-imageview
3798248,jcasbin/casbin-spring-boot-starter,FALSE,112,1,37,70,Java,master,Apache License 2.0,https://mvnrepository.com/artifact/org.casbin/casbin-spring-boot-starter,5,192,22,272,2019-04-06T03:27:18,2024-10-01T02:19:51,2024-10-01T10:15:39,43,0,63,0,260,1492,374,"[{""codeLines"":161,""commentLines"":4,""language"":""Gradle"",""blankLines"":18},{""codeLines"":76,""commentLines"":22,""language"":""YAML"",""blankLines"":8},{""codeLines"":23,""commentLines"":5,""language"":""Properties"",""blankLines"":0},{""codeLines"":110,""commentLines"":0,""language"":""Markdown"",""blankLines"":32},{""codeLines"":22,""commentLines"":0,""language"":""XML"",""blankLines"":0},{""codeLines"":189,""commentLines"":3,""language"":""Maven"",""blankLines"":9},{""codeLines"":15,""commentLines"":0,""language"":""JSON"",""blankLines"":0},{""codeLines"":126,""commentLines"":36,""language"":""Bourne Shell"",""blankLines"":23},{""codeLines"":76,""commentLines"":2,""language"":""DOS Batch"",""blankLines"":26},{""codeLines"":694,""commentLines"":302,""language"":""Java"",""blankLines"":144}]",2024-10-01T02:18:10,bea05b9277b14020053bf63d9bd416f510114c70,TRUE,FALSE,FALSE,FALSE,"{""Java"":38187}",bug;duplicate;enhancement;good first issue;help wanted;invalid;notice;question;released;wontfix,abac;acl;auth;authorization;authz;casbin;java;jcasbin;rbac;spring;spring-boot;spring-boot-2;spring-boot-3;springboot;springbootstarter
3904919,mervick/aes-everywhere,FALSE,197,2,2,169,Java,master,Other,,25,475,6,930,2018-02-05T03:40:43,2024-08-03T01:36:25,2024-08-03T01:36:29,30,10,11,0,840,3022,2036,"[{""codeLines"":32,""commentLines"":0,""language"":""make"",""blankLines"":12},{""codeLines"":55,""commentLines"":28,""language"":""PowerShell"",""blankLines"":14},{""codeLines"":556,""commentLines"":435,""language"":""Java"",""blankLines"":135},{""codeLines"":153,""commentLines"":26,""language"":""Bourne Shell"",""blankLines"":37},{""codeLines"":6,""commentLines"":0,""language"":""XML"",""blankLines"":0},{""codeLines"":106,""commentLines"":44,""language"":""Ruby"",""blankLines"":19},{""codeLines"":70,""commentLines"":1,""language"":""YAML"",""blankLines"":25},{""codeLines"":318,""commentLines"":0,""language"":""Markdown"",""blankLines"":154},{""codeLines"":1117,""commentLines"":1191,""language"":""JavaScript"",""blankLines"":308},{""codeLines"":93,""commentLines"":68,""language"":""PHP"",""blankLines"":24},{""codeLines"":33,""commentLines"":30,""language"":""Lua"",""blankLines"":9},{""codeLines"":118,""commentLines"":67,""language"":""C#"",""blankLines"":26},{""codeLines"":60,""commentLines"":0,""language"":""JSON"",""blankLines"":0},{""codeLines"":64,""commentLines"":0,""language"":""Maven"",""blankLines"":7},{""codeLines"":66,""commentLines"":28,""language"":""Go"",""blankLines"":18},{""codeLines"":131,""commentLines"":92,""language"":""Python"",""blankLines"":36},{""codeLines"":44,""commentLines"":26,""language"":""Dart"",""blankLines"":16}]",2024-08-03T01:36:25,6759956693c04cb00318a09357fe0e0909096c72,TRUE,FALSE,FALSE,FALSE,"{""Java"":43592,""Python"":8928,""C#"":7852,""JavaScript"":5653,""PHP"":5620,""Ruby"":5598,""Shell"":5459,""Lua"":3474,""Go"":3325,""Dart"":3189,""PowerShell"":2856,""Makefile"":731}",bug;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,aes;bash;csharp;dart;go;java;javascript;lua;php;python;rsa;ruby;swift
4517926,dansoftowner/jsystemthemedetector,FALSE,96,1,12,23,Java,master,Apache License 2.0,,5,194,6,501,2020-10-31T06:36:50,2024-10-24T07:29:53,2024-10-24T04:42:33,24,13,7,1,214,1057,153,"[{""codeLines"":1,""commentLines"":0,""language"":""YAML"",""blankLines"":0},{""codeLines"":5,""commentLines"":0,""language"":""Properties"",""blankLines"":0},{""codeLines"":95,""commentLines"":0,""language"":""Markdown"",""blankLines"":24},{""codeLines"":126,""commentLines"":36,""language"":""Bourne Shell"",""blankLines"":23},{""codeLines"":590,""commentLines"":110,""language"":""Java"",""blankLines"":128},{""codeLines"":76,""commentLines"":2,""language"":""DOS Batch"",""blankLines"":26},{""codeLines"":133,""commentLines"":0,""language"":""XML"",""blankLines"":0},{""codeLines"":31,""commentLines"":5,""language"":""Gradle"",""blankLines"":13}]",2024-10-24T07:29:53,ea2f8582ea08cd53f221b09930956f539e771d69,TRUE,FALSE,FALSE,FALSE,"{""Java"":28966}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,desktop;java;java-library;java-native-access;javafx;jfa;jna;linux;macos;macosx;native-library;swing;windows
8031931,irgendwr/telegramalert,FALSE,154,2,18,18,Java,master,MIT License,https://irgendwr.github.io/TelegramAlert/,14,130,3,1086,2017-12-12T04:42:04,2024-11-12T09:15:05,2024-11-13T09:31:16,45,3,15,0,499,2763,210,"[{""codeLines"":560,""commentLines"":84,""language"":""JSX"",""blankLines"":89},{""codeLines"":31,""commentLines"":0,""language"":""JSON"",""blankLines"":0},{""codeLines"":395,""commentLines"":73,""language"":""TypeScript"",""blankLines"":68},{""codeLines"":28,""commentLines"":3,""language"":""JavaScript"",""blankLines"":4},{""codeLines"":205,""commentLines"":0,""language"":""HTML"",""blankLines"":25},{""codeLines"":10,""commentLines"":0,""language"":""CSS"",""blankLines"":1},{""codeLines"":3,""commentLines"":7,""language"":""Properties"",""blankLines"":2},{""codeLines"":112,""commentLines"":2,""language"":""YAML"",""blankLines"":11},{""codeLines"":159,""commentLines"":0,""language"":""Markdown"",""blankLines"":73},{""codeLines"":563,""commentLines"":22,""language"":""Maven"",""blankLines"":47},{""codeLines"":697,""commentLines"":19,""language"":""Java"",""blankLines"":179}]",2024-11-12T09:14:50,fb8d21a8e55ca0ce089f0cf762b521fca554e046,FALSE,FALSE,FALSE,FALSE,"{""Java"":33181,""JavaScript"":24862,""TypeScript"":15869,""HTML"":3501,""CSS"":213}",bug;dependencies;duplicate;enhancement;good first issue;help wanted;invalid;java;javascript;need info;no-stale;not reproducible;question;stale;waiting for feedback;wontfix,graylog;graylog-notification;graylog-plugin;graylog2;hacktoberfest;java;telegram
14765121,seunmatt/mysql-backup4j,FALSE,89,4,1,69,Java,master,MIT License,,9,122,3,169,2018-02-25T06:23:14,2024-07-31T09:54:56,2024-07-31T06:18:01,23,5,21,2,478,1813,424,"[{""codeLines"":183,""commentLines"":0,""language"":""Maven"",""blankLines"":11},{""codeLines"":562,""commentLines"":149,""language"":""SQL"",""blankLines"":139},{""codeLines"":5,""commentLines"":0,""language"":""Properties"",""blankLines"":0},{""codeLines"":925,""commentLines"":275,""language"":""Java"",""blankLines"":282},{""codeLines"":16,""commentLines"":0,""language"":""YAML"",""blankLines"":2},{""codeLines"":122,""commentLines"":0,""language"":""Markdown"",""blankLines"":44}]",2024-07-31T09:54:56,5f12bdfd0c2af5ce57e4b1caeab8093f208cd4bb,TRUE,FALSE,FALSE,FALSE,"{""Java"":56945}",bug;dependencies;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,database;database-management;java;mysql;mysql-backup4j
14765392,samuel-oliveira/java_certificado,FALSE,249,3,5,75,Java,master,MIT License,,22,121,8,15733,2017-05-29T01:59:19,2024-12-01T02:15:11,2024-12-01T02:14:45,13,0,9,0,353,1633,113,"[{""codeLines"":1,""commentLines"":0,""language"":""Text"",""blankLines"":0},{""codeLines"":177,""commentLines"":0,""language"":""Maven"",""blankLines"":6},{""codeLines"":941,""commentLines"":108,""language"":""Java"",""blankLines"":203},{""codeLines"":17,""commentLines"":0,""language"":""make"",""blankLines"":12},{""codeLines"":115,""commentLines"":5,""language"":""YAML"",""blankLines"":22},{""codeLines"":382,""commentLines"":0,""language"":""Markdown"",""blankLines"":110}]",2024-12-01T02:13:43,55c6fd0fd0d841f559e6b2eef7f21530e44feb4b,TRUE,FALSE,FALSE,FALSE,"{""Java"":52115}",bug;duplicate;enhancement;help wanted;invalid;question;wontfix,certificado;certificate;java;nfce;nfe;webservice
22830472,amrdeveloper/reactbutton,FALSE,89,1,8,26,Java,master,MIT License,,15,107,3,1587,2018-02-03T04:34:23,2023-05-25T06:18:48,2023-05-29T04:24:52,5,2,5,1,313,1929,288,"[{""codeLines"":710,""commentLines"":3,""language"":""XML"",""blankLines"":15},{""codeLines"":64,""commentLines"":2,""language"":""DOS Batch"",""blankLines"":24},{""codeLines"":0,""commentLines"":18,""language"":""ProGuard"",""blankLines"":3},{""codeLines"":393,""commentLines"":245,""language"":""Java"",""blankLines"":124},{""codeLines"":164,""commentLines"":0,""language"":""SVG"",""blankLines"":0},{""codeLines"":296,""commentLines"":0,""language"":""Markdown"",""blankLines"":96},{""codeLines"":154,""commentLines"":0,""language"":""Gradle"",""blankLines"":25},{""codeLines"":121,""commentLines"":20,""language"":""Bourne Again Shell"",""blankLines"":19},{""codeLines"":27,""commentLines"":0,""language"":""YAML"",""blankLines"":7}]",2023-05-25T07:19:20,ba1dd6850e0035b07b639a787922bc4eb7a095ac,TRUE,FALSE,FALSE,FALSE,"{""Java"":26034}",bug;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,android;android-library;android-ui;emoji;facebook-reactions;hacktoberfest;java;kotlin;multi-reactions;reactions
24920848,stokito/ideajol,FALSE,169,1,14,9,Java,master,Apache License 2.0,https://plugins.jetbrains.com/plugin/10953-java-object-layout,5,138,3,689,2018-07-18T10:45:00,2024-09-14T09:58:30,2024-09-14T10:08:31,42,16,3,1,172,1912,74,"[{""codeLines"":36,""commentLines"":3,""language"":""Gradle"",""blankLines"":8},{""codeLines"":169,""commentLines"":0,""language"":""Text"",""blankLines"":33},{""codeLines"":6,""commentLines"":1,""language"":""HTML"",""blankLines"":0},{""codeLines"":66,""commentLines"":0,""language"":""Markdown"",""blankLines"":35},{""codeLines"":911,""commentLines"":0,""language"":""XML"",""blankLines"":2},{""codeLines"":18,""commentLines"":0,""language"":""SVG"",""blankLines"":0},{""codeLines"":706,""commentLines"":70,""language"":""Java"",""blankLines"":94}]",2024-09-14T09:58:11,c7561a5737b24bc06e28236878e814e027d3bf8d,TRUE,FALSE,FALSE,FALSE,"{""Java"":35174,""Kotlin"":1004,""HTML"":280}",bug;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,intellij-plugin;java;java-profiler;jol;openjdk
27004860,0chencc/ctfcracktools,FALSE,18,1,23,299,Java,master,GNU General Public License v3.0,https://0chencc.github.io/CTFCrackTools/,58,1764,2,161782,2016-08-26T08:19:35,2024-03-26T08:58:34,2024-03-25T02:07:42,39,3,5,0,280,1938,327,"[{""codeLines"":830,""commentLines"":113,""language"":""Java"",""blankLines"":91},{""codeLines"":587,""commentLines"":180,""language"":""Kotlin"",""blankLines"":50},{""codeLines"":93,""commentLines"":10,""language"":""Python"",""blankLines"":4},{""codeLines"":156,""commentLines"":0,""language"":""Markdown"",""blankLines"":77},{""codeLines"":67,""commentLines"":1,""language"":""Gradle"",""blankLines"":12},{""codeLines"":5,""commentLines"":1,""language"":""Properties"",""blankLines"":0},{""codeLines"":121,""commentLines"":20,""language"":""Bourne Again Shell"",""blankLines"":19},{""codeLines"":64,""commentLines"":2,""language"":""DOS Batch"",""blankLines"":24},{""codeLines"":15,""commentLines"":0,""language"":""YAML"",""blankLines"":3}]",2024-03-26T08:58:33,04f707ad57f35cae083714a9049e527cad3beddf,TRUE,FALSE,FALSE,FALSE,"{""Java"":40197,""Kotlin"":28859,""Python"":3177}",bug;duplicate;enhancement;help wanted;invalid;question;wontfix,ctf;ctf-tools;framework;java;jython;kotlin-java;python;websecurity
35655144,jiayaoo3o/18-comic-finder,FALSE,326,1,12,1836,Java,master,MIT License,,10,1707,2,392,2021-02-16T06:38:42,2024-07-22T06:43:18,2024-07-24T03:53:42,65,15,94,20,161,985,88,"[{""codeLines"":584,""commentLines"":82,""language"":""Java"",""blankLines"":70},{""codeLines"":146,""commentLines"":0,""language"":""Maven"",""blankLines"":0},{""codeLines"":31,""commentLines"":6,""language"":""YAML"",""blankLines"":5},{""codeLines"":2,""commentLines"":0,""language"":""JSON"",""blankLines"":1},{""codeLines"":222,""commentLines"":0,""language"":""Markdown"",""blankLines"":85}]",2023-02-19T12:39:07,6caed4df25859439ef1ed9f3d9048f359c8e50f2,FALSE,FALSE,FALSE,FALSE,"{""Java"":31777}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,github-actions;java;quarkus
82362517,flashvayne/chatgpt-spring-boot-starter,FALSE,39,3,5,56,Java,master,MIT License,,6,217,2,38,2022-12-21T02:41:16,2024-03-02T07:15:25,2024-03-01T08:26:00,9,1,10,0,207,737,81,"[{""codeLines"":92,""commentLines"":0,""language"":""JSON"",""blankLines"":1},{""codeLines"":67,""commentLines"":53,""language"":""Maven"",""blankLines"":13},{""codeLines"":79,""commentLines"":0,""language"":""Markdown"",""blankLines"":21},{""codeLines"":499,""commentLines"":28,""language"":""Java"",""blankLines"":172}]",2024-03-02T07:07:09,b61093834a3cb854e39a368ff3b32ba2e5505cf2,TRUE,FALSE,FALSE,FALSE,"{""Java"":19304}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,chatgpt;image-generation;java;openai;spring-boot;starter
